CNPJ,EMPRESA,CONTA,DESCRIÇÃO,VALOR,DEMONSTRATIVO,ANO,MES,PERIODO
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.04.09,Ações em Tesouraria,0.0,Balanço Patrimonial Passivo,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.05,Lucros/Prejuízos Acumulados,0.0,Balanço Patrimonial Passivo,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.06,Ajustes de Avaliação Patrimonial,783755.0,Balanço Patrimonial Passivo,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.06.01,Ativos financeiros disponíveis para venda,949597.0,Balanço Patrimonial Passivo,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.06.02,Hedges de fluxo de caixa,-165842.0,Balanço Patrimonial Passivo,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.07,Ajustes Acumulados de Conversão,0.0,Balanço Patrimonial Passivo,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.08,Outros Resultados Abrangentes,0.0,Balanço Patrimonial Passivo,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,2.08.09,Participação dos Acionistas Não Controladores,8076.0,Balanço Patrimonial Passivo,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01,Caixa Líquido Atividades Operacionais,-10326319.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01,Caixa Gerado nas Operações,18797856.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.01,Lucro líquido consolidado do exercício,7382574.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.02,Depreciação do ativo tangível,487626.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.03,Amortização do ativo intangível,749784.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.04,Perdas com outros ativos (líquidas),20600.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.05,Provisões e Perdas com ativos financeiros (líquidas),10208136.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.06,"Ganhos líquidos na alien. do ativo tangível, invest. e ativos não correntes mantidos para venda",-139951.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.07,Participação no resultado de equivalência patrimonial,-43942.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.08,Mudanças nos créditos tributários e passivos fiscais diferidos,112053.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.01.09,Outros,20976.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02,Variações nos Ativos e Passivos,-30178781.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.01,Disponibilidades e reservas no Banco Central do Brasil,-45103539.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.02,Ativos financeiros para negociação,-4705713.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.03,Outros ativos financeiros ao valor justo no resultado,-1645321.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.04,Ativos financeiros disponíveis para venda,-471550.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.05,Empréstimos e financiamentos,-24026522.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.06,Passivos financeiros para negociação,349919.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.07,Outros passivos financeiros ao valor justo no resultado,-1795.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.08,Passivo financeiro ao custo amortizado,46469159.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.02.09,Impostos pagos,-1043419.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.03,Outros,1054606.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.03.01,Outros ativos,1465520.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.01.03.02,Outros passivos,-410914.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.02,Caixa Líquido Atividades de Investimento,-2367320.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.02.01,Caixa líquido recebido na aquisição de subsidiária,0.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.02.02,Investimentos no ativo tangível,-1319869.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.02.03,Investimentos no ativo intangível,-1086208.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.02.04,"Alienação de subsidiárias, entidades controladas em conjunto e coligadas",0.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.02.05,Alienação de ativo tangível,38757.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03,Caixa Líquido Atividades de Financiamento,3310135.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03.01,Aumento de capital,0.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03.02,Aquisição de ações próprias,0.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03.03,Emissão de dívida subordinada,0.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03.04,Emissão de outros passivos exigíveis a longo prazo,21402252.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03.05,Dividendos pagos e juros sobre capital o próprio,-2734666.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03.06,Pagamentos de dívida subordinada,-2534750.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03.07,Pagamentos de outros passivos exigíveis a longo prazo,-12828958.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.03.08,Aumento/decréscimo em participações não-controladoras,6257.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.04,Variação Cambial s/ Caixa e Equivalentes,0.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.05,Aumento (Redução) de Caixa e Equivalentes,-9383504.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.05.01,Saldo Inicial de Caixa e Equivalentes,18730403.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,6.05.02,Saldo Final de Caixa e Equivalentes,9346899.0,Demonstração do Fluxo de Caixa (Método Indireto),2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.01,Receitas da Intermediação Financeira,40909204.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.01.01,Receitas com Juros e Similares,40909204.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.02,Despesas da Intermediação Financeira,-16814126.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.02.01,Despesas com Juros e Similares,-16814126.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.03,Resultado Bruto Intermediação Financeira,24095078.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04,Outras Despesas/Receitas Operacionais,-14098575.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.01,Receitas de Prestação de Serviços,6835508.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.02,Despesas de Pessoal,-5926176.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.03,Outras Despesas Administrativas,-5304426.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.04,Despesas Tributárias,0.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.05,Outras Receitas Operacionais,1718723.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.05.01,Receitas de instrumentos do patrimônio,51721.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.05.02,Ganhos (perdas) com ativos e passivos financeiros (líquidos),1458150.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.05.03,Variações Cambiais Líquidas,416900.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.05.04,Outras receitas (despesas) operacionais,-347999.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.05.05,Resultado na alienação de ativos não classificados como ativos não correntes mantidos para venda,-59186.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.05.06,Resultado  na alienação de ativos não correntes mantidos para venda não classif. como op. descont.,199137.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.06,Outras Despesas Operacionais,-11466146.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.06.01,Depreciação e amortização,-1237410.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.06.02,Provisões (líquidas),-1974326.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.06.03,Perdas com ativos financeiros (líquidas),-8233810.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.06.04,Perdas com outros ativos (líquidas),-20600.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.04.07,Resultado da Equivalência Patrimonial,43942.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.05,Resultado Antes dos Tributos sobre o Lucro,9996503.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.06,Imposto de Renda e Contribuição Social sobre o Lucro,-2613929.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.06.01,Corrente,-2585182.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.06.02,Diferido,-28747.0,Demonstração do Resultado,2010,12,ANUAL
90.400.888/0001-42,BCO SANTANDER (BRASIL) S.A.,3.07,Resultado Líquido das Operações Continuadas,7382574.0,Demonstração do Resultado,2010,12,ANUAL
